"Index","Open","High","Low","Close","Volume"
2054-11-17,5.157,5.1648,5.157,5.1612,7662
2054-11-18,5.1744,5.1834,5.1702,5.1786,20976
2054-11-19,5.1966,5.202,5.1948,5.2002,35256
2054-11-20,5.2008,5.2236,5.2002,5.2218,35826
2054-11-21,5.2188,5.229,5.2182,5.22,22914
2054-11-22,5.2212,5.2308,5.2104,5.2224,28470
2054-11-23,5.2002,5.2092,5.1834,5.196,34392
2054-11-24,5.178,5.1852,5.1642,5.1738,27462
2054-11-25,5.199,5.205,5.1882,5.1918,21492
2054-11-26,5.2008,5.2092,5.1816,5.1876,23568
2054-11-27,5.1714,5.1804,5.1612,5.1678,27780
2054-11-28,5.1804,5.19,5.1678,5.1732,23124
2054-11-29,5.1828,5.1912,5.175,5.1876,15384
2054-11-30,5.199,5.199,5.1876,5.193,10404
2054-12-01,5.1792,5.184,5.172,5.1726,17292
2054-12-02,5.1708,5.175,5.1666,5.1702,18450
2054-12-03,5.172,5.1804,5.1534,5.1588,22752
2054-12-04,5.115,5.13,5.106,5.109,43560
2054-12-05,5.1024,5.1054,5.079,5.0796,42420
2054-12-06,5.1012,5.1066,5.0814,5.088,25692
2054-12-07,5.088,5.106,5.0796,5.0874,30918
2054-12-08,5.0856,5.0952,5.073,5.0874,17058
2054-12-09,5.094,5.0994,5.0856,5.0922,10740
2054-12-10,5.094,5.1012,5.0904,5.0922,10434
2054-12-11,5.0826,5.085,5.049,5.0592,36720
2054-12-12,5.0808,5.0814,5.064,5.0724,19176
2054-12-13,5.076,5.0808,5.0586,5.0628,17772
2054-12-14,5.0598,5.0832,5.0466,5.0766,29940
2054-12-15,5.0892,5.0892,5.0754,5.079,19242
2054-12-16,5.064,5.0664,5.058,5.0592,15942
2054-12-17,5.0616,5.067,5.0574,5.0628,14784
2054-12-18,5.0526,5.0562,5.0406,5.0442,28086
2054-12-19,5.0424,5.0514,5.0388,5.0448,12612
2054-12-20,5.0346,5.0394,5.0286,5.0328,16860
2054-12-21,5.04,5.0508,5.0382,5.0484,13464
2054-12-22,5.0466,5.0634,5.0436,5.0568,27702
2054-12-23,5.0658,5.0682,5.0466,5.049,24702
2054-12-24,5.0412,5.0508,5.0358,5.037,24876
2054-12-25,5.0484,5.055,5.0448,5.049,22362
2054-12-26,5.0748,5.0808,5.0688,5.0796,27336
2054-12-27,5.0772,5.0886,5.0748,5.0826,28098
2054-12-28,5.0724,5.0772,5.0592,5.0652,23250
2054-12-29,5.0634,5.0694,5.0496,5.0508,25926
2054-12-30,5.0346,5.0394,5.0238,5.0316,30000
2054-12-31,5.0352,5.04,5.022,5.0322,22596
2055-01-01,5.031,5.046,5.028,5.0412,28692
2055-01-02,5.055,5.055,5.0298,5.0304,36138
2055-01-03,5.0298,5.0352,5.0268,5.0316,30816
2055-01-04,5.019,5.0214,5.0112,5.0112,11916
2055-01-05,5.0184,5.0286,5.0178,5.0214,19074
2055-01-06,5.0346,5.0346,5.0052,5.0064,15018
2055-01-07,5.0088,5.0142,5.0022,5.0118,17772
2055-01-08,5.001,5.0028,4.995,4.9968,3336
2055-01-09,4.974,4.9902,4.9704,4.9884,23406
2055-01-10,4.992,4.9938,4.9848,4.989,18888
2055-01-11,4.9854,4.989,4.9722,4.9782,18822
2055-01-12,4.974,4.9782,4.9656,4.9752,20058
2055-01-13,5.0028,5.0058,4.9938,4.9986,26106
2055-01-14,5.007,5.0082,4.9992,5.007,17088
2055-01-15,5.0094,5.0244,5.0076,5.0208,32400
2055-01-16,5.0148,5.016,5.0022,5.0064,19488
2055-01-17,5.007,5.0202,5.0064,5.0172,17124
2055-01-18,5.0142,5.0142,5.007,5.0076,9432
2055-01-19,5.0136,5.016,5.0094,5.0142,7968
2055-01-20,5.0058,5.0088,5.001,5.0064,20154
