"Index","Open","High","Low","Close","Volume"
2054-11-17,1667.6,1680.4,1657.2,1672.8,160044
2054-11-18,1667.6,1686,1649.6,1681.4,211720
2054-11-19,1676,1688,1673,1681,201152
2054-11-20,1678,1685.6,1672.8,1679.2,187112
2054-11-21,1673.6,1678.4,1667.2,1677.8,193368
2054-11-22,1670.8,1690.4,1666,1676.8,254156
2054-11-23,1679.2,1690,1668,1675.8,240564
2054-11-24,1672,1678.8,1659,1665,230536
2054-11-25,1664,1668.8,1660.2,1663.2,182316
2054-11-26,1665.6,1690,1662.6,1686.6,241400
2054-11-27,1688.8,1691.4,1678,1686.4,206912
2054-11-28,1684,1684.8,1664,1678.2,223752
2054-11-29,1678,1682.2,1667.2,1677.2,221324
2054-11-30,1676,1678.8,1663.6,1669.6,137432
2054-12-01,1667,1667.8,1651.2,1657.8,212768
2054-12-02,1657,1678.6,1656.4,1677,201372
2054-12-03,1678.4,1685.6,1659.2,1660.4,227160
2054-12-04,1662,1675.4,1658.4,1663,176252
2054-12-05,1668.4,1671.6,1660,1662.4,131896
2054-12-06,1668.4,1669.8,1658.6,1661.8,152664
2054-12-07,1658.4,1675.4,1634.4,1643.6,291168
2054-12-08,1643.2,1649,1637,1648.2,195524
2054-12-09,1648.8,1651.8,1632.4,1634.4,177020
2054-12-10,1633,1641.2,1630,1638.4,175696
2054-12-11,1640.4,1656.8,1637.2,1655.2,201664
2054-12-12,1656.4,1667.2,1653.6,1654.6,193572
2054-12-13,1656.4,1659.6,1648.6,1657.8,150524
2054-12-14,1659.2,1664.4,1631.2,1648.6,233428
2054-12-15,1650.8,1658.4,1648.4,1655.6,166512
2054-12-16,1656,1662.4,1649.6,1658.2,151428
2054-12-17,1655.2,1676.4,1654.8,1673,169872
2054-12-18,1670.8,1673.6,1648.8,1657.2,202348
2054-12-19,1654,1659.6,1645.2,1649,148016
2054-12-20,1652,1657.2,1624.4,1633.2,200236
2054-12-21,1632,1638.4,1627,1635.6,179964
2054-12-22,1637.6,1656.8,1635.2,1655.4,208764
2054-12-23,1652,1658,1637.6,1648.6,203456
2054-12-24,1646.8,1655.2,1641.6,1645.6,157432
2054-12-25,1646.4,1646.8,1632.2,1641.2,175960
2054-12-26,1646,1663.2,1644.8,1661.2,185932
2054-12-27,1660,1664.2,1654,1660.2,140356
2054-12-28,1663.2,1666,1645.6,1649.4,190956
2054-12-29,1649.2,1656.6,1644.8,1652,155012
2054-12-30,1651,1656.4,1646.8,1649.6,176208
2054-12-31,1650.8,1652.4,1637.2,1637.6,184756
2055-01-01,1634.8,1637.6,1620,1629.6,196448
2055-01-02,1627.6,1631.6,1614,1615.6,250384
2055-01-03,1618.8,1623.2,1616.2,1621.8,145648
2055-01-04,1624,1637,1624,1628.6,213272
2055-01-05,1626,1627.2,1609,1618.6,256316
2055-01-06,1618.4,1620.6,1607,1617.6,104804
2055-01-07,1623.2,1625.6,1614,1623.2,72260
2055-01-08,1622.4,1628,1613,1627.2,57888
2055-01-09,1627.6,1640.6,1627.6,1638.4,52540
2055-01-10,1636.8,1643.2,1632,1638.4,55408
2055-01-11,1641.6,1643.8,1635.6,1639.6,62336
2055-01-12,1643.2,1646,1637.6,1643.6,154744
2055-01-13,1643.2,1645.2,1638,1644.8,120272
2055-01-14,1646.8,1650.8,1634.4,1638.8,165540
2055-01-15,1636.8,1644,1634.4,1637.6,145368
2055-01-16,1639,1640.8,1629.6,1635.2,121112
2055-01-17,1632.8,1633.2,1613.8,1616.2,184256
2055-01-18,1616.4,1620.4,1612.8,1613.4,122376
2055-01-19,1612,1626,1609.2,1616.8,197040
2055-01-20,1606,1623.2,1604.4,1621.4,206188
2055-01-21,1621.4,1621.4,1596,1598.4,177660
2055-01-22,1600.8,1608.8,1594.8,1605.2,216760
2055-01-23,1610,1627.4,1610,1623.2,168760
2055-01-24,1624,1624,1589,1591,227804
2055-01-25,1585,1590.8,1569.6,1581,284824
2055-01-26,1583.4,1613.6,1581,1612.8,281488
2055-01-27,1618,1622.8,1613.2,1622,219848
2055-01-28,1619,1622.6,1617,1620.4,52396
2055-01-29,1656.4,1670.4,1656.4,1669.8,231528
2055-01-30,1669.2,1669.2,1654.8,1662.8,205216
2055-01-31,1653.2,1656.2,1631.2,1644,198384
2055-02-01,1644.4,1648.6,1633.6,1640.8,198192
2055-02-02,1640,1649.4,1637,1640.4,160448
2055-02-03,1640.4,1648.8,1627.2,1643.8,244660
2055-02-04,1647.6,1652.4,1633.6,1635.2,173684
2055-02-05,1636.6,1640.4,1629.8,1637.4,156016
2055-02-06,1636,1640.8,1624.4,1637.8,200904
2055-02-07,1641.2,1651.6,1638,1650.6,176648
2055-02-08,1649.6,1660,1647.6,1659.2,162884
2055-02-09,1661,1661.6,1637.2,1650.4,186600
2055-02-10,1653.2,1673.6,1653.2,1666,189152
2055-02-11,1665.2,1673.8,1662.2,1667,165024
2055-02-12,1671.6,1673.2,1664.2,1666.4,143908
2055-02-13,1664.8,1668.2,1660.6,1663.8,125424
2055-02-14,1666.4,1669.6,1656.2,1666.8,161612
2055-02-15,1667.6,1676.2,1665.8,1673.2,143308
2055-02-16,1674.8,1674.8,1657.2,1666.4,195560
2055-02-17,1665.6,1668.8,1661.6,1664.6,149216
2055-02-18,1661.2,1661.6,1644.8,1651.2,185280
2055-02-19,1640,1649,1640,1644.8,182832
2055-02-20,1648.4,1655.4,1648.4,1653.8,129240
2055-02-21,1654.8,1670.4,1648,1669.4,156636
2055-02-22,1666,1669.4,1662.4,1665,153828
2055-02-23,1657.2,1657.2,1645.2,1650.8,189960
2055-02-24,1653.2,1661.4,1652,1656.6,100688
2055-02-25,1650.8,1650.8,1639.2,1647.4,169924
2055-02-26,1645.8,1652,1644.8,1650.8,152168
2055-02-27,1651.6,1669,1648.6,1667.6,147864
2055-02-28,1669.2,1674.6,1659.2,1659.6,177720
2055-03-01,1657.6,1668.8,1648,1667.2,188668
2055-03-02,1666,1668.2,1653.2,1657.8,172508
2055-03-03,1654.8,1669,1651.6,1656.8,199416
2055-03-04,1658.6,1662.2,1650.8,1654,145608
2055-03-05,1653,1658.2,1645.6,1657.2,180140
2055-03-06,1653.2,1656.6,1649.4,1654.4,148548
2055-03-07,1655.6,1655.6,1637.2,1638.4,215656
2055-03-08,1640,1642.6,1629.6,1630.4,217292
2055-03-09,1631.2,1638,1626,1637.6,112224
2055-03-10,1652,1652,1638.8,1639.2,44600
2055-03-11,1632.8,1649,1632.8,1643.4,60524
2055-03-12,1643,1647.6,1631.6,1632.6,76292
2055-03-13,1628.8,1630.8,1604.8,1605.6,68880
2055-03-14,1606,1611.4,1600.8,1602.6,70088
2055-03-15,1612.8,1619.2,1611.2,1616.6,174004
2055-03-16,1608,1617.6,1601.2,1616.2,210308
2055-03-17,1617,1623,1614.4,1618.4,145004
2055-03-18,1617.2,1622,1613,1617.8,159120
2055-03-19,1624.8,1625.6,1609.2,1612.4,160280
2055-03-20,1608.8,1618,1607.2,1616.4,131712
2055-03-21,1616,1639,1616,1638.2,158680
2055-03-22,1636.8,1640.6,1632,1638,151212
2055-03-23,1637,1654.2,1636,1652,170332
2055-03-24,1655.6,1666,1636,1648.6,180800
2055-03-25,1649.2,1657.4,1640.8,1656.8,158056
2055-03-26,1657.6,1664,1631.2,1631.8,214948
2055-03-27,1631.2,1642.6,1627.2,1642.2,213136
2055-03-28,1643,1661.6,1643,1660.4,197824
2055-03-29,1659.6,1665.4,1652.2,1660.4,149220
2055-03-30,1659.6,1664.4,1654.4,1658.6,126124
2055-03-31,1659.2,1672.4,1656.8,1670.8,153196
2055-04-01,1669.6,1672.4,1663.6,1668.8,159004
2055-04-02,1661.6,1672.8,1658,1670.8,190064
2055-04-03,1664.8,1664.8,1650,1660.2,204928
2055-04-04,1646,1660,1639,1655.8,193124
2055-04-05,1659.2,1660.4,1652.2,1652.6,137560
2055-04-06,1645.6,1648.6,1638.4,1641.4,186248
2055-04-07,1642,1648.8,1637.2,1648,177548
2055-04-08,1642.8,1647.6,1638,1645,143796
2055-04-09,1644,1650.6,1643.6,1644,110716
2055-04-10,1647.6,1671,1647,1669.6,197996
2055-04-11,1677.6,1694,1676.6,1691.6,255844
2055-04-12,1691.6,1697.2,1686.8,1694.4,174700
2055-04-13,1695.6,1700.2,1690,1695.6,149740
2055-04-14,1694.4,1700,1691.8,1699.2,117968
2055-04-15,1698.8,1699.8,1692,1695.4,109232
2055-04-16,1691.8,1695.2,1687.4,1689.4,120028
2055-04-17,1687.2,1690.2,1682.4,1683,110920
2055-04-18,1682.8,1696.4,1670.4,1671,195892
2055-04-19,1667.2,1680.2,1667.2,1679.8,160344
2055-04-20,1680.8,1681.6,1665.2,1675.2,176772
