"Index","Open","High","Low","Close","Volume"
2054-11-17,624.4,626.56,622.4,624.4,3872
2054-11-18,624.8,626,621.6,622.4,2272
2054-11-19,621.6,622,615.2,615.6,2800
2054-11-20,625.6,626,620.4,621.6,4944
2054-11-21,622,632,622,631.76,4344
2054-11-22,632.8,632.8,627.2,628.8,3304
2054-11-23,629.2,631.76,628,631.2,4224
2054-11-24,631.6,635.2,631.2,634.8,2136
2054-11-25,636,637.6,634,636.96,1664
2054-11-26,638.96,646,638.4,640.4,6472
2054-11-27,641.2,643.6,640,643.6,2760
2054-11-28,644.8,648,642.4,647.6,2376
2054-11-29,648,648,644.4,645.2,1680
2054-11-30,644,644.4,642.4,644.16,1376
2054-12-01,645.6,649.76,645.6,649.76,2800
2054-12-02,648.8,649.2,646.8,648,1056
2054-12-03,648.4,651.6,647.76,651.6,1568
2054-12-04,651.2,651.36,649.36,650.4,1352
2054-12-05,650.4,651.2,649.6,651.2,752
2054-12-06,651.2,652,650.8,652,1016
2054-12-07,652.56,653.6,651.76,653.36,4936
2054-12-08,652.4,653.6,652.4,653.36,2456
2054-12-09,631.6,632.8,628.96,632.56,6848
2054-12-10,628.8,629.76,626,626.4,5392
2054-12-11,627.6,632.8,627.6,630.16,6904
2054-12-12,630.16,631.2,626.56,630,5288
2054-12-13,630,631.6,628,629.6,3320
2054-12-14,629.6,630,626.96,628.96,4824
2054-12-15,638.4,640.96,637.76,640.96,7264
2054-12-16,641.6,650,639.2,642,14432
2054-12-17,642.8,645.76,640.4,641.2,6816
2054-12-18,641.2,641.76,637.76,640.4,3552
2054-12-19,637.6,640,636.8,638.4,3032
2054-12-20,636.8,636.8,631.2,632.56,4896
2054-12-21,631.2,635.76,630.4,634.56,5096
2054-12-22,633.6,638.8,633.6,637.6,2880
2054-12-23,637.6,638.4,634.8,636.16,1816
2054-12-24,632.8,632.8,625.6,626.56,5016
2054-12-25,624.8,628.4,624,628,5248
2054-12-26,626.8,628.4,622.8,624.4,5568
2054-12-27,623.6,629.2,622.4,626.96,5176
2054-12-28,626.8,627.76,625.6,627.76,3016
2054-12-29,626.8,630.96,626.16,629.6,2744
2054-12-30,630.4,633.2,629.36,632.96,3432
2054-12-31,632.8,638,632.8,636.56,6312
2055-01-01,637.2,638.8,636.56,638.4,2768
2055-01-02,638.8,640.8,638.56,639.76,4312
2055-01-03,641.6,643.6,640.16,642.16,2760
2055-01-04,644,644,640.8,642.4,1136
2055-01-05,642.8,643.2,638.16,638.56,1816
2055-01-06,638,640,637.36,638.8,1568
2055-01-07,638,640,638,639.6,1272
2055-01-08,639.76,642,639.2,640,2280
