"Index","Open","High","Low","Close","Volume"
2052-02-21,616,623.2,614.4,621.76,10000
2052-02-22,624.4,624.56,619.2,620.4,4144
2052-02-23,623.2,627.2,622,626.8,5104
2052-02-24,638.4,638.8,632.8,634.56,12672
2052-02-25,634.8,634.8,628.16,630.16,7064
2052-02-26,628.8,636,626.8,632.8,6536
2052-02-27,634.4,639.6,634.4,636.96,5800
2052-02-28,637.6,642.56,637.2,640,4784
2052-02-29,641.6,642.4,639.6,641.6,3816
2052-03-01,644.8,648.4,644.8,647.36,3864
2052-03-02,649.2,652,648,651.36,2440
2052-03-03,652,658.4,651.36,658.16,2984
2052-03-04,655.6,659.76,655.6,657.6,2576
2052-03-05,656.8,658.8,656.4,658.4,1768
2052-03-06,657.2,658,655.2,656.56,2016
2052-03-07,653.6,654.8,652.4,653.6,1768
2052-03-08,652.4,652.8,650.8,652,2456
2052-03-09,652,652.8,650.8,651.2,3680
2052-03-10,652.4,654.8,652.16,654.4,7744
2052-03-11,629.6,629.6,623.2,627.6,12696
2052-03-12,627.2,639.6,626.4,639.36,11608
2052-03-13,639.6,642,636.8,641.36,9112
2052-03-14,642,650.4,642,650.16,12008
2052-03-15,649.2,650,645.6,648.96,7600
2052-03-16,649.2,649.6,646,648.16,8752
2052-03-17,655.2,658,650.4,656.56,12488
2052-03-18,656.4,666.4,656,665.76,9616
2052-03-19,666,669.36,663.6,665.2,9840
2052-03-20,665.6,667.6,664.16,665.2,4472
2052-03-21,662.8,666.8,661.6,666.4,5144
2052-03-22,664,667.2,664,666.96,6272
2052-03-23,659.2,671.2,657.2,670.8,10816
2052-03-24,668.8,669.6,659.2,660,8168
2052-03-25,657.6,668.8,656.4,668.4,8024
2052-03-26,668,668.8,660,660.16,5752
2052-03-27,656,656.8,648.16,648.16,13424
2052-03-28,648.4,652.8,643.6,647.36,14640
2052-03-29,646.4,651.6,642.4,645.36,6544
2052-03-30,646.4,648.56,644.8,645.76,2920
2052-03-31,641.2,644.4,636.4,638,9256
2052-04-01,636.8,645.6,636.8,643.36,5320
2052-04-02,643.2,645.2,641.6,642.16,3656
2052-04-03,642.8,642.8,630.16,632.56,8496
2052-04-04,632.56,636,630.4,634.56,4016
2052-04-05,635.6,643.76,635.6,642.8,4128
2052-04-06,644,650.4,644,648,4120
2052-04-07,648,655.2,647.2,650.16,5608
2052-04-08,650,652.56,649.2,652.4,1792
2052-04-09,652.4,657.6,650.8,653.2,3480
2052-04-10,656,663.36,656,662.8,3984
2052-04-11,662,664,660.8,661.76,3464
2052-04-12,661.2,661.2,657.2,659.2,4552
2052-04-13,660,660.16,654.4,654.56,3464
2052-04-14,655.2,657.6,654.4,656.96,1920
2052-04-15,655.2,659.6,652.8,656.56,3488
2052-04-16,658.4,659.2,656,658.8,3072
2052-04-17,658.4,661.2,657.2,659.6,3664
2052-04-18,659.6,660,654.4,657.6,4552
2052-04-19,658,662,658,661.76,2504
2052-04-20,664,664.8,660.8,663.6,3632
2052-04-21,664.4,664.4,662,662.56,2064
2052-04-22,663.2,663.2,661.2,662,2952
2052-04-23,662,662.4,661.2,662.16,2720
2052-04-24,652.8,654,634.96,635.2,8712
2052-04-25,634.8,636.8,631.2,636.4,8056
2052-04-26,636.8,642,636.4,636.56,5720
2052-04-27,637.2,639.2,635.2,636.56,3976
2052-04-28,637.6,641.2,634,640.8,8928
2052-04-29,642,647.2,642,646.8,6648
2052-04-30,646.8,647.2,639.6,640.16,5848
2052-05-01,638.8,641.6,632.4,637.12,6536
2052-05-02,636.4,640,633.6,635.76,2664
2052-05-03,634.4,638.4,629.6,637.36,4016
2052-05-04,637.6,638,631.2,632.56,2760
2052-05-05,634,634.8,629.2,631.6,6296
2052-05-06,631.6,634.8,630.8,634.4,3736
2052-05-07,634.4,635.6,634,635.2,1184
2052-05-08,636.4,640,636.4,639.76,3872
2052-05-09,635.2,639.6,635.2,639.6,2840
2052-05-10,640,642.4,640,641.6,3720
2052-05-11,643.6,646.4,643.2,646,6472
2052-05-12,644.8,645.6,644,645.2,4504
2052-05-13,627.2,630.8,627.2,629.36,6496
2052-05-14,629.2,635.76,628,629.6,13232
2052-05-15,632,636.8,632,635.6,5680
2052-05-16,635.2,637.36,633.2,636.4,5840
2052-05-17,637.2,638.4,634.8,638,4648
2052-05-18,638.4,638.4,636,638.16,7040
2052-05-19,639.6,642.96,639.6,640.4,8848
2052-05-20,643.6,643.6,639.76,641.6,6424
2052-05-21,641.2,641.6,638.8,640,7176
2052-05-22,642,643.76,640,643.2,5920
